ids,Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address,Avg Area Comfort
3143,84824.22063,5.866066338,7.22911211,3.26,27862.67322,Rs16981.721657555303,"398 Brian Drive Suite 634
Port Charlene, MN 13264",
3144,38571.96367,7.425291725,?,,47386.79361,"$968,411.62 ","6613 Cynthia Loop Suite 555
Lake Heatherstad, NH 33698",
3145,63843.75576,6.240694096,6.408500539,3.13,37703.29694,Rs14287.165018427642,"98401 Malone Light Suite 418
Elizabethhaven, AZ 84474",
3146,87444.16914,7.078048191,4.959858562,3.37,51591.67557,"$1,802,294.29 ","77963 Sarah Knolls
Port Sarahchester, ID 62727",
3147,63409.97679,5.767622925,?,,56256.98203,Rs18261.10109988587,"293 Eric Track
Emilyborough, CO 14912-1041",
3148,55096.79665,6.848472133,7.432613146,5.04,52405.28006,"$1,350,284.00 ","568 Ayala Harbor
New Joshua, ME 24290-8638",
3149,84597.30492,5.522653204,7.875011965,3.37,31143.88966,Rs21837.751037795064,"9269 Jacob Cliffs
Sherimouth, WY 08850",
3150,71408.29574,6.565006381,?,,49463.04926,"$1,574,279.81 ","8368 Jacqueline Run Apt. 172
Collinsfort, SC 29889-1351",0.43590784
3151,77376.17331,4.771499466,7.723844672,5.04,38105.77786,Rs16680.848666064347,"Unit 6341 Box 0082
DPO AE 97828-9132",
3152,58968.02847,5.39432198,5.68870348,4.22,50936.33086,"$992,622.77 ","2248 Clark Tunnel
Jasonchester, OK 50154-3560",
3153,86528.92654,6.013689621,?,,27593.12576,Rs21553.40472172851,"52320 Aaron Plains
Wilcoxville, MI 89940-7844",
3154,63274.67073,5.490367991,8.562229307,3,38904.6674,"$1,440,106.86 ","4603 Buchanan Turnpike Suite 998
Lake Aaronchester, KS 76604",
3155,72264.48799,5.557734338,6.627170812,3,32827.67547,Rs15186.855915308566,"3852 May Roads
Gregoryside, ME 75573-8230",
3156,56180.59143,6.201921172,?,,41036.28415,"$1,139,072.77 ","121 Morris Rue Apt. 772
Willisborough, NM 03840",
3157,59952.6575,5.237950174,8.194571351,5.49,50752.19402,Rs16579.887622366885,"0589 Crystal Flats Suite 205
Deannaton, SD 00942-5751",
3158,59938.7511,6.506753669,4.990364539,2.33,44065.14943,"$1,021,126.68 ","056 Joshua Knoll
Katelynberg, OR 36067-4266",
3159,72847.98842,5.947064302,?,,21985.73467,Rs12812.24877930105,"1552 Michael Village Suite 300
West Christopher, MD 17583",
3160,65803.60065,6.730870185,7.063988358,4.06,36011.05117,"$1,306,288.23 ","2606 Potter Loaf Suite 000
Gonzalezland, MD 10312-1356",
3161,73177.6246,6.706442844,7.226916324,6.24,41971.16183,Rs20505.294908249612,"693 Deleon Spur
Turnerbury, MP 81555",
3162,64469.03364,4.53453824,?,,43745.99082,"$909,885.80 ","42171 Laura Drive Apt. 420
Port Markchester, DE 08454",
3163,87928.13754,5.416960597,7.868288356,6.21,47452.35785,Rs23361.501388841185,"Unit 4273 Box 6840
DPO AA 28938",
3164,70844.20552,4.177213846,7.508958054,5.34,33483.65248,"$1,129,388.12 ","6207 Michele Loaf
East Matthew, SD 56462",
3165,87758.43321,6.650251813,?,,47320.68158,Rs26998.700283774775,"03007 Rebecca Pine Apt. 641
Randolphtown, AR 96430",
3166,60555.40504,4.986857752,6.949333598,2.5,49309.85488,"$1,164,968.88 ","18181 Jennifer Spring
Pittmanton, MH 87346-2658",
3167,60055.6062,4.873748964,7.505243752,4.27,44435.16452,Rs15832.728966504084,"093 Bass Pine
Port Steveshire, VT 94645",
3168,88603.20878,7.097176548,?,,37215.66964,"$1,675,702.22 ","75612 Murray Mount Suite 278
Isaiahport, MO 65391",
3169,62873.36969,5.77793627,7.606141984,5.27,41637.79529,Rs15514.126280683839,"Unit 5343 Box 1740
DPO AP 46620-1298",
3170,54226.29131,5.370173558,7.505222178,4.33,35596.82458,"$814,240.28 ","0527 Dixon Port Suite 914
Davisland, UT 33069",
3171,76309.49463,6.069625962,?,,42652.36735,Rs19742.33065100188,"17423 Brian Shoals
Dawsonshire, NC 76104-0209",
3172,68297.51805,5.533759171,8.25721362,4.35,23177.58185,"$1,281,308.33 ","8282 Diane Parks Suite 556
Port Mary, CO 34368-5962",
3173,58895.33095,6.594265542,6.007374115,4.14,41856.36586,Rs15827.254037450875,"2393 Lee Viaduct Suite 890
New Matthew, HI 75319-0401",
3174,75782.33514,6.341340988,?,,23287.07176,"$1,267,803.32 ","525 Nancy Expressway Suite 249
South Victoria, TX 71040",
3175,72314.85339,4.940391314,7.692426833,6.45,35998.31948,Rs14597.226709356035,"49252 Moore Falls
South Courtney, VI 01371",0.08681217
3176,70422.29342,8.13280735,7.223042535,3.17,20206.52406,"$1,489,574.14 ","735 Norris Estates Apt. 062
North Curtis, VA 93783",
3177,80407.31142,5.84664328,?,,22800.03696,Rs17079.940655447477,"659 Smith Loop
Juanview, SC 56564",
3178,65069.948,4.221881955,6.912043937,4.38,45095.69976,"$1,046,347.12 ","7113 Hudson Freeway Apt. 445
Parsonsburgh, NC 49273-0721",
3179,72932.2493,5.208296792,6.865190715,4.21,30072.71973,Rs15329.253790144026,"8412 Lyons Corners
Farmerfort, NJ 42123-7232",
3180,54769.37737,6.719086945,?,,39001.57097,"$1,063,344.63 ","34863 Vincent Centers Suite 574
Kaylachester, KY 06446-4679",
3181,79296.69912,5.935679694,7.120473637,4.06,24298.97473,Rs18361.50701514601,"109 Jeffrey Ridge
Port John, PA 78628-0517",
3182,82353.28923,6.324068041,6.771239177,2.49,31745.92453,"$1,459,525.38 ","610 Dale Station
West Williamburgh, KY 98834",
3183,38122.52449,6.336108942,?,,38067.55218,Rs11994.7906685707,"783 Stacey Glen
West Katherineberg, NV 67007-1370",
3184,60757.31681,4.921578679,6.205327517,3.5,29017.40872,"$482,689.70 ","02689 Nicholas Crescent
South Cynthia, RI 90106-4876",
3185,66469.36947,4.663863395,6.117542391,4.13,22670.60862,Rs5496.922711994149,"72270 Hodges Ways
Port Tinaland, ME 14314",
3186,59007.67323,5.880081118,?,,33631.22917,"$1,209,797.58 ","USNS Murphy
FPO AE 65459-0233",
3187,88876.31715,4.638457767,5.971224419,3.09,29004.16405,Rs17900.092284943355,"79442 David Square
North Michaelbury, FL 67868-1247",
3188,63242.15127,5.528790248,6.206599757,4.21,14291.15303,"$727,866.53 ","18906 Don Underpass Apt. 259
North Cherylfort, MN 47231-8972",
3189,62974.42537,5.542326814,?,,48184.91635,Rs19296.679986999712,"3754 Robert Mount Apt. 830
East Colleen, LA 80073",
3190,86744.04917,6.011564179,6.035038932,4.38,32474.83452,"$1,578,766.05 ","97028 Michael Bridge
Lorifurt, CT 20584-1266",
3191,69801.45176,6.26907634,7.69192696,4.38,37852.54171,Rs21049.832484534185,"049 Justin Manor
Burkehaven, AL 38105",
3192,63542.30939,6.221356581,?,,57318.78664,"$1,445,527.14 ","58135 Sanders Plaza Suite 351
North Ethanfurt, GA 69064",
3193,78403.63796,5.781019805,5.230196186,4.49,33686.36508,Rs16290.982726264465,"7610 Tiffany Manors
Joneshaven, HI 18598-1599",
3194,85662.30268,6.435739431,8.729621024,3.23,42401.60109,"$2,031,338.35 ","108 Brandon River Suite 495
West Suzanne, OH 54121",
3195,82851.73021,4.865250903,?,,33366.27464,Rs16439.655227773317,"478 Lee Keys Apt. 877
Tamaratown, PR 96836-6503",
3196,70934.93726,6.443632205,7.026753231,6.14,36394.25392,"$1,426,402.81 ","9558 Salas Mews Apt. 778
Garciamouth, CA 12354",
3197,64354.77327,4.312952153,6.329670664,3.09,25495.35594,Rs6936.238573218137,"058 Dennis Locks Apt. 993
Ramirezview, LA 11845-8856",
3198,79243.23682,5.822324358,?,,32761.55673,"$1,314,770.47 ","71521 Fowler Viaduct Apt. 571
Diazmouth, PW 46459-0425",
3199,74944.34679,6.31097907,6.434659153,3.44,31389.29137,Rs16657.752669210153,"Unit 4835 Box 6747
DPO AA 25329",
3200,77545.92569,6.095807993,7.896170057,5.47,52740.40917,"$1,835,564.69 ","67665 Sanchez Creek
Torresburgh, PR 48232-9088",0.645566377
3201,69789.3274,5.221322332,?,,40473.76525,Rs13575.649374186009,"USNS Shaw
FPO AA 60162",
3202,60308.91266,3.686286995,7.294096424,3.32,35971.47013,"$607,858.99 ","54583 Zhang Corner
New Codyshire, NE 43091-1891",
3203,89130.03276,4.332033874,7.000667096,3.45,39154.78733,Rs17879.77667145371,"3771 Suarez Roads
East Adamton, NE 39445-1517",
3204,73505.59765,6.02600547,?,,39677.32771,"$1,292,740.45 ","29572 Marquez Camp Apt. 784
New Linda, HI 03067",
3205,84023.32886,7.102030845,6.650462095,4.32,33106.20003,Rs23637.06856804377,"78123 Bradford Trafficway
East Jessica, OR 69693-6748",
3206,53971.24038,7.211169204,5.966878902,3.25,46685.36336,"$1,131,887.76 ","4426 Chan Squares Apt. 652
Alexanderland, DE 94505-0909",
3207,74750.18655,6.195458468,?,,36538.75655,Rs21381.70583666259,"1714 Christopher Expressway
New Pamelaland, DE 68428-5301",
3208,56128.00428,5.672980895,6.797289868,3.38,32807.5098,"$809,121.11 ","558 Miller Rapids Apt. 497
Pageton, DC 56260-9370",
3209,73886.08076,5.543674113,5.586250787,2.16,26038.50819,Rs13160.054448991696,"85083 Combs Fort
Connorhaven, AR 99906-2530",
3210,45781.23446,5.457036915,?,,34660.18308,"$676,970.69 ","746 April Dam
Stephanietown, VT 03527",
3211,59788.21893,4.658987164,6.189798583,4.34,15036.26809,Rs6152.98088702292,"090 Floyd Square
Joshuaborough, WI 05177",
3212,47320.65721,3.55805376,7.006987009,3.16,15776.6186,"$15,938.66 ","91410 Megan Camp Suite 360
Laurafort, OH 15735",
3213,81510.36837,6.195023013,?,,39937.36926,Rs21637.697304582238,"7813 Cook Ways
New Renee, MO 59060-4720",
3214,81013.61529,7.149797416,7.239105418,5.44,45472.04945,"$1,924,155.58 ","44348 Perez Court Apt. 137
East Nataliemouth, MD 60874",
3215,70829.57801,6.832192295,6.149040327,3.3,49360.09429,Rs20647.983394256862,"00751 Wilson Land
East Melissa, FM 51722",
3216,94889.80041,7.208464266,?,,31884.44031,"$2,007,639.43 ","19835 Evans Corners Apt. 840
Millston, DC 24547-3845",
3217,62635.25992,4.373086649,6.571056558,4.26,24348.02587,Rs6158.829923788896,"139 Marcus Crossroad Apt. 702
New Raymond, MO 30108",
3218,68871.44738,4.751119279,7.999511288,4,40863.70121,"$1,243,838.63 ","920 John Square Apt. 431
Morsefort, TN 98396",
3219,76150.05022,5.892386367,?,,31443.04433,Rs17465.63805568447,"0484 Fischer Parkways
West Karenland, ME 35904-3424",
3220,62443.29155,5.887072341,8.718919781,6.13,37078.68452,"$1,343,484.73 ","PSC 8422, Box 9350
APO AE 08498",
3221,57597.58094,5.067134641,6.568208037,2.02,29580.7956,Rs10282.859727630725,"2315 Melissa Viaduct
Kristinborough, IA 49932-3560",
3222,70194.57211,7.296428802,?,,29254.10631,"$1,244,955.46 ","USNS Martin
FPO AP 43598",
3223,58342.36779,4.511914596,5.525397641,3.44,19056.04394,Rs4879.0612967762345,"498 James Path
West Thomas, MA 01095-6961",
3224,64492.95448,8.019634995,6.42408542,4.41,30102.13319,"$1,453,108.79 ","5834 Bryan Views
South Deannatown, NC 16250",
3225,83284.45152,5.591912688,?,,24627.5489,Rs15052.08452294798,"7750 Fisher Drive
East David, MT 58483-1402",0.768341089
3226,70975.9711,6.791319685,8.999012644,3.15,61104.36278,"$2,100,698.07 ","39843 Cannon Prairie
Wesleyville, PW 52164",
3227,77742.18915,5.07662467,7.37751165,4.41,22231.83032,Rs14733.658883559703,"USS Jackson
FPO AP 03152",
3228,60563.78747,6.8743744,?,,31568.10149,"$1,159,526.15 ","6221 Timothy Wall Apt. 457
South Devinshire, TN 24785-6510",
3229,75454.16429,8.224470239,8.179760004,5.29,51172.94704,Rs25879.112965547414,"605 Gary Walks Suite 673
West Zacharyhaven, OR 07669-9046",
3230,74490.40279,6.692974702,7.500464288,4.33,35264.61183,"$1,549,031.09 ","55757 Emily Lane
New Bruce, NC 73920",
3231,71052.46166,5.093794033,?,,46731.65749,Rs18392.747076144937,"732 Smith Mountains
Alexanderchester, OR 54801-0121",
3232,90293.03121,5.368755237,8.078259173,4.2,26550.71254,"$1,501,917.32 ","4274 Amanda Pass Apt. 057
Joshuashire, AZ 69079-0201",
3233,62060.94266,5.952779001,4.498698512,3.45,55583.93823,Rs12848.741031810838,"767 Silva Walks Suite 235
Darrellbury, ID 04171",
3234,88556.00598,4.899267764,?,,59262.5393,"$1,900,999.55 ","6322 Hayes Tunnel
South Vanessa, WY 61577",
3235,64780.87583,7.31380363,6.110465777,2.32,27027.05649,Rs16000.808827165489,"478 Ellis Road Apt. 718
West Monicabury, AL 50588",
3236,59940.06513,6.265750503,6.888068683,2.11,27129.80378,"$1,063,743.42 ","77405 Kristin Summit Suite 526
Popemouth, MI 10140-6085",
3237,62699.52649,7.431180528,?,,46419.47037,Rs16703.107954021405,"906 Erin Hill Suite 409
West Davidside, NE 51655",
3238,63574.46622,5.327547311,6.086976868,2.34,34714.72072,"$907,530.18 ","73071 Brian Branch Apt. 045
Lake Aliciatown, WV 11590-0331",
3239,66965.0447,6.823274165,8.137262993,3.5,22890.84154,Rs16747.820094121493,"0398 Keller Place Apt. 097
Lake Timothy, SC 97306",
3240,69494.44746,6.25320841,?,,33916.87535,"$1,517,868.59 ","875 Graves Vista Apt. 823
North Cory, IA 32921",
3241,77131.58343,7.675836001,8.822789405,3.12,34905.05477,Rs22740.618829510666,"USCGC Atkins
FPO AA 88742",
3242,70080.62756,5.062571564,7.249424867,4.05,32524.43378,"$1,081,578.62 ","Unit 4367 Box 3095
DPO AP 41559-2486",
3243,68311.92623,4.310888297,?,,39833.09092,Rs11629.032118795396,"059 Barnes Plaza Apt. 437
East Christopherside, WV 18868",
3244,74727.24516,6.070087673,5.585786731,2.49,27372.30555,"$1,061,785.58 ","997 Wade Lake
East Jean, NH 12061-4791",
3245,67196.12542,6.020039128,8.624190921,4.11,38417.98087,Rs18073.94117200981,"38974 Tara Points Suite 917
South Davidfort, MA 12188-3007",
3246,72314.50031,5.257628172,?,,38251.86262,"$1,455,511.27 ","45116 Richard Freeway
West Nicole, OK 05956-0785",
3247,72792.14234,6.262176486,6.381162196,2.08,55997.84699,Rs19267.07979266935,"878 Richardson Burgs Suite 002
New Donna, NJ 89706-8731",
3248,58272.92972,4.47970159,7.924177937,3.39,39755.90317,"$823,821.79 ","52005 Smith Drive
Leetown, NY 24822",
3249,72662.61314,8.190792591,?,,33532.53926,Rs22582.580708363002,"37242 Norton Station
West Sherrytown, RI 77343",
3250,66036.41541,5.426193918,7.426907845,3.33,23207.68005,"$944,979.01 ","731 Martinez Garden
Nguyenside, KS 28194",0.53386647
3251,69384.37075,5.642226206,6.210895018,3.33,46833.35898,Rs15423.814451747961,"19654 Dale Neck
Jacksontown, MS 97868-5501",
3252,73684.34795,6.172321364,?,,33448.71108,"$1,306,288.62 ","895 Robinson Mountains
Garnerborough, VT 84650",
3253,61056.39661,7.052767833,8.243197896,5.21,53410.40117,Rs23805.99626890526,"2637 Robin Mountain Apt. 031
Port Rebeccaton, MS 19745",
3254,64762.66102,7.239088188,6.156978417,3.02,32136.84415,"$1,115,080.65 ","146 Shane Skyway Suite 660
Maxwellland, NV 25421-8152",
3255,71613.75151,3.937577626,?,,36925.99739,Rs15843.40108665364,"770 Allen Estate Suite 706
Finleyton, MA 88434",
3256,63989.84052,5.989460466,6.560410111,4.27,32059.7738,"$1,184,799.27 ","USCGC Mason
FPO AA 08033",
3257,66408.80703,4.678604934,7.374866017,5.08,31942.71908,Rs15123.286700346001,"4213 Kristin Ridges Suite 586
North Geraldton, ME 48104",
3258,57905.49947,5.699427298,?,,43341.08705,"$1,108,022.28 ","8048 Norma Underpass
New Stephanie, WY 80183",
3259,65207.73625,5.997595566,8.022923196,4.02,29668.10144,Rs15312.2254611428,"47726 Crystal Summit Apt. 370
West Carol, SD 94226-0168",
3260,72391.49019,6.039065852,5.750671922,4.45,32674.66916,"$1,202,574.35 ","81342 Lisa Isle Apt. 308
Smithhaven, TN 81484",
3261,74360.18021,5.691121746,?,,32337.48388,Rs19042.827124838073,"587 Charles Creek Suite 343
North Markport, UT 78725",
3262,91024.4173,5.8316621,7.627609402,5.24,44381.26754,"$1,842,736.25 ","Unit 2264 Box 8835
DPO AA 53673-6916",
3263,65342.80948,5.91817109,7.318888695,6.14,44057.83564,Rs16829.764284102534,"0296 Garcia Trafficway
Port Kimberlyburgh, CO 39564",
3264,80051.84712,5.872677773,?,,35254.12832,"$1,354,609.25 ","615 Larry Loop
Warrenberg, PR 37943",
3265,69835.564,6.41984303,7.670982834,3.03,19376.31893,Rs17031.740381447,"46680 Weaver Plains Apt. 497
Karenhaven, RI 92983",
3266,70552.56028,5.428850307,6.908628708,2.35,31093.44526,"$854,487.60 ","962 Darren Lakes
North Tomfort, MI 52784",
3267,75099.24722,5.990447952,?,,14744.05144,Rs12907.273037805531,"19819 Kevin Station Apt. 378
Ericton, VA 06252",
3268,49623.12261,5.221528416,7.33925124,3.27,35090.88726,"$769,113.83 ","4484 Johnson Plains Apt. 962
Timothyton, KY 28215",
3269,72095.49898,6.529491271,6.172397701,4.4,46379.1216,Rs16481.25219194301,"636 Kaitlin Street Suite 014
Reginashire, MT 77789-5394",
3270,60864.99773,7.097956384,?,,25334.77931,"$745,586.57 ","951 Thompson Fall
New Yolanda, NM 77528",
3271,62503.58703,3.779592247,7.156414687,6.48,35167.57023,Rs12590.518813514922,"072 Ayala Forks
North Amanda, SC 46590",
3272,62130.62308,7.026087471,6.642123242,4.37,40847.89133,"$1,283,480.44 ","9370 Higgins Villages
New Shawnton, MP 90345-6052",
3273,68114.18083,5.362425463,?,,40035.65037,Rs16199.223489687762,"443 Jorge Inlet Suite 922
Martinland, WV 09517-6600",
3274,57944.65741,5.766112352,7.015360009,4.3,45260.51974,"$1,137,224.58 ","357 Hanson Wall Apt. 560
Franklinport, SD 42641-3719",
3275,74130.60632,6.919662892,8.266994398,3.24,49958.58099,Rs25081.005839227837,"925 Angel Prairie
West Craig, WI 18104",0.60817316
3276,67645.16719,6.537962073,?,,40734.06052,"$1,603,201.05 ","320 Davis Views Suite 997
Helenchester, NH 63476-9148",
3277,63631.40413,6.083099559,7.334558466,6.05,33108.11515,Rs17288.14043053241,"4374 Lang Vista
Lucasborough, MO 50846",
3278,75172.23413,5.266389133,7.47266298,6.27,43047.12368,"$1,540,360.75 ","36076 Sullivan Bypass Apt. 312
West Joshuaton, UT 00913",
3279,76230.12015,3.431500039,?,,40690.51098,Rs13959.428227945595,"Unit 7452 Box 4798
DPO AP 50889-3558",
3280,87307.05225,5.607320167,5.144538565,3.36,46175.12765,"$1,545,672.12 ","24800 Bishop Road
East Kenneth, RI 45289",
3281,61508.9836,6.283106165,5.715533352,2.24,36962.80755,Rs11439.127303549718,"613 Shane Corner Apt. 918
Williamston, SD 29998-9846",
3282,51187.42403,7.99143967,?,,48661.71171,"$1,298,108.00 ","5318 Jill Shoal Apt. 306
South Brenda, OR 81559",
3283,78394.70842,5.997765218,8.329894182,3.01,34267.1974,Rs20440.230761889037,"47372 Lopez Row
South Joanport, MP 21667-6700",
3284,49409.67148,7.119590276,7.536912104,3.17,27805.43744,"$846,841.46 ","03617 Schmitt Union Suite 386
Foxview, MN 03651",
3285,73031.28456,5.361973348,?,,37994.32838,Rs17069.323928738708,"487 Patterson Avenue Suite 022
Matthewville, NC 71929-5385",
3286,70872.17512,6.386835017,6.621034629,3.06,27500.99925,"$1,214,334.97 ","2053 Hammond Squares Apt. 536
Hudsonhaven, CA 05367-6944",
3287,76714.65477,5.701434831,6.550321993,3.44,31534.30517,Rs16087.195546158646,"70742 Deborah Islands Apt. 312
Johnsonmouth, VI 76330-8480",
3288,59417.5504,4.43039672,?,,47119.0371,"$1,031,385.45 ","78344 Janet Groves
North Jamesbury, MO 47010-9593",
3289,75474.97326,8.449468163,7.206516952,6.11,24034.62827,Rs22872.479881547446,"Unit 4217 Box 2866
DPO AE 50558",
3290,67814.41734,6.332413014,5.960443411,4.37,35102.996,"$1,223,432.84 ","4737 Maynard Knoll Apt. 690
Dawsonville, KY 22654-0782",
3291,75706.68052,6.648659913,?,,30523.42262,Rs20411.307921453845,"3638 Michael Park Apt. 771
Dawsonstad, WA 90188",
3292,86939.839,4.363233576,7.555518725,4.05,40702.6124,"$1,404,435.50 ","124 Elizabeth Extension
Christianville, TX 99465-7538",
3293,70825.6967,6.202613172,6.84937067,3.1,46508.42663,Rs21385.925065832922,"32828 Samuel Island
West Danielleburgh, MH 39771",
3294,64750.7773,5.919583739,?,,54048.34439,"$1,167,918.06 ","187 Preston Union Suite 360
Smithbury, RI 52550",
3295,54649.23603,5.763117574,7.867807622,4.1,35497.43219,Rs13975.143389015377,"454 Anderson Overpass
Thomasmouth, DC 69438-5419",
3296,88768.26323,4.757923141,5.577576305,4.45,39144.94759,"$1,563,193.10 ","4268 James Island
Zunigaburgh, CA 76077-3559",
3297,79036.11378,5.653511252,?,,45828.21528,Rs20167.714038996208,"115 Jones Fort Suite 754
New Melissa, MO 45810-2951",
3298,71131.38106,6.307681833,7.786826573,4.35,39414.32885,"$1,632,942.32 ","22309 Warner Trail Apt. 492
Lake David, OR 84108",
3299,62175.02197,5.370184661,6.574481135,4.31,31317.59839,Rs13569.639967579627,"PSC 1376, Box 6181
APO AA 68346",
3300,64725.07438,6.663784944,?,,46202.04599,"$1,619,829.10 ","22738 Jillian Turnpike
Dorothyberg, NM 08541",0.210579556
3301,77013.1806,7.398134291,7.517188956,5.23,43432.87979,Rs25200.75180258235,"80738 Griffin Mount
Rileyville, AL 37698-7817",
3302,82337.60108,5.954419415,8.707218388,4.36,41186.11422,"$1,902,118.70 ","7786 Mark Brooks Suite 913
Christopherchester, AS 28777-4081",
3303,66778.10238,6.268721249,?,,35399.21024,Rs17843.30573432483,"USNV Cummings
FPO AE 92412-2566",
3304,94459.69622,6.16273404,8.69591527,3.05,33515.82879,"$2,081,869.28 ","03325 Dawn Mills Suite 936
Markshire, AZ 71469-5209",
3305,61436.91891,5.53707982,6.218125927,2.21,42032.61056,Rs11582.845822591022,"96230 Alexis Heights Suite 279
Gregport, WV 57769-3580",
3306,48507.31369,6.1697979,?,,36395.8883,"$603,374.04 ","5841 Adams Lights Apt. 708
Rickeyland, MA 38921-6757",
